,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,from_club_path,final_club_path,final_team,from_pais,to_pais,final_country,path_country
3406,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2007-01-01,L.A. Firpo,Herediano,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,El Salvador,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3018,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2007-07-01,Herediano,AD Carmelita,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3496,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2009-01-01,AD Carmelita,Limón FC,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3095,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2011-01-01,Limón FC,Unknown,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Unknown,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3146,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2011-07-01,Unknown,Barrio México,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Unknown,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4222,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2012-01-01,Barrio México,Paraíso Total,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3119,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2012-07-01,Paraíso Total,Juv. Escazuceña,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3148,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2013-08-06,Juv. Escazuceña,Barrio México,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4063,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2014-01-01,Barrio México,Halcones,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Guatemala,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3152,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2014-07-01,Halcones,Barrio México,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Guatemala,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3120,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2015-01-01,Barrio México,Juv. Escazuceña,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3149,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2015-07-01,Juv. Escazuceña,Barrio México,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3121,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2016-01-01,Barrio México,Juv. Escazuceña,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4246,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2016-07-01,Juv. Escazuceña,Sagrada Familia,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
3911,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,2017-07-01,Sagrada Familia,Retired,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,"LD Alajuelense,AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia","AO Trikala,Paniliakos,Ceará SC,Without Club,Guanacasteca,Herediano,NJ Yoyo,Brujas FC,Herediano,Cartaginés,L.A. Firpo,Herediano,AD Carmelita,Limón FC,Unknown,Barrio México,Paraíso Total,Juv. Escazuceña,Barrio México,Halcones,Barrio México,Juv. Escazuceña,Barrio México,Juv. Escazuceña,Sagrada Familia,Retired",Retired,Costa Rica,Retired,Retired,"Costa Rica,Grecia,Grecia,Brasil,Without Club,Costa Rica,Costa Rica,China,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1698,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/124978,2009-01-01,Saprissa U17,Saprissa,"Feb 18, 1990 ",30.0,Costa RicaNo current national team players,55,€325Th.,Defensive Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
2144,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/211482,2012-02-03,Cartaginés,Paraíso Total,"Sep 7, 1989 ",30.0,No national team players,-,-,Left Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
1262,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/211482,2012-06-30,Paraíso Total,Cartaginés,"Sep 7, 1989 ",30.0,No national team players,-,-,Left Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
1135,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/211482,2012-07-01,Cartaginés,Barrio México,"Sep 7, 1989 ",30.0,No national team players,-,-,Left Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
1060,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/211482,2013-07-01,Barrio México,Juv. Escazuceña,"Sep 7, 1989 ",30.0,No national team players,-,-,Left Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
1950,David Guzmán,https://www.transfermarkt.com/david-guzman/profil/spieler/211482,2014-01-01,Juv. Escazuceña,Belén FC,"Sep 7, 1989 ",30.0,No national team players,-,-,Left Midfield,"Saprissa U17,Saprissa,Timbers,Columbus Crew,Cartaginés,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México","Saprissa,Timbers,Columbus Crew,Saprissa,Paraíso Total,Cartaginés,Barrio México,Juv. Escazuceña,Belén FC,Juv. Escazuceña,AD Aserrí,AD San Carlos,UCR,AD San Carlos,Barrio México,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,USA,Costa Rica,Costa Rica,USA,Costa Rica"
