Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
Brandón Poltronieri;https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959;Feb 11, 2015;Silverbacks;Ottawa Fury;Jan 18, 1986 ;34;No national team players;-;200;Left-Back
Brandón Poltronieri;https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959;Mar 26, 2016;Ottawa Fury;Arizona United;Jan 18, 1986 ;34;No national team players;-;200;Left-Back
Brandón Poltronieri;https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959;Jan 1, 2017;Arizona United;Without Club;Jan 18, 1986 ;34;No national team players;-;200;Left-Back
Brandón Poltronieri;https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959;May 5, 2017;Without Club;Indy Eleven;Jan 18, 1986 ;34;No national team players;-;200;Left-Back
Brandón Poltronieri;https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959;Jul 1, 2017;Indy Eleven;Unknown;Jan 18, 1986 ;34;No national team players;-;200;Left-Back
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2007;Cartaginés U17;Cartaginés;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jan 1, 2010;Cartaginés;Pérez Zeledón;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jun 30, 2010;Pérez Zeledón;Cartaginés;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2010;Cartaginés;AD Aserrí;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2011;AD Aserrí;Orión FC;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2012;Orión FC;UCR;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2016;UCR;LD Alajuelense;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jan 3, 2017;LD Alajuelense;UCR;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2017;UCR;Guadalupe FC;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Mauricio Montero;https://www.transfermarkt.com/mauricio-montero/profil/spieler/194924;Jul 1, 2019;Guadalupe FC;Cartaginés;Mar 28, 1987 ;33;Costa RicaNo current national team players;-;200;Defensive Midfield
Jeikel Venegas;https://www.transfermarkt.com/jeikel-venegas/profil/spieler/307318;Jan 1, 2014;Unknown;Pérez Zeledón;Apr 6, 1988 ;32;Costa RicaNo current national team players;-;200;Right Midfield
Jeikel Venegas;https://www.transfermarkt.com/jeikel-venegas/profil/spieler/307318;Jul 1, 2016;Pérez Zeledón;AD Carmelita;Apr 6, 1988 ;32;Costa RicaNo current national team players;-;200;Right Midfield
Jeikel Venegas;https://www.transfermarkt.com/jeikel-venegas/profil/spieler/307318;Jul 1, 2017;AD Carmelita;Pérez Zeledón;Apr 6, 1988 ;32;Costa RicaNo current national team players;-;200;Right Midfield
Jeikel Venegas;https://www.transfermarkt.com/jeikel-venegas/profil/spieler/307318;Jan 1, 2020;Pérez Zeledón;Cartaginés;Apr 6, 1988 ;32;Costa RicaNo current national team players;-;200;Right Midfield
Fabricio Chavarría;https://www.transfermarkt.com/fabricio-chavarria/profil/spieler/158381;Jul 1, 2010;Barrio México;Brujas FC;Aug 28, 1988 ;31;No national team players;-;200;Centre-Back
Fabricio Chavarría;https://www.transfermarkt.com/fabricio-chavarria/profil/spieler/158381;Jul 1, 2011;Brujas FC;AD Carmelita;Aug 28, 1988 ;31;No national team players;-;200;Centre-Back
Fabricio Chavarría;https://www.transfermarkt.com/fabricio-chavarria/profil/spieler/158381;Jan 1, 2016;AD Carmelita;Unknown;Aug 28, 1988 ;31;No national team players;-;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2007;Brujas FC;UCR;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2008;UCR;Brujas FC;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2011;Brujas FC;Santos FC;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2012;Santos FC;Cartaginés;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jan 7, 2013;Cartaginés;Limón FC;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jan 30, 2015;Limón FC;AS Puma;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2015;AS Puma;Limón FC;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jan 1, 2016;Limón FC;Guadalupe FC;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Esteban Maitland;https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843;Jul 1, 2017;Guadalupe FC;Unknown;Feb 16, 1986 ;34;Costa RicaNo current national team players;1;200;Centre-Back
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 1, 2008;UCR U17;UCR;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jul 1, 2010;UCR;Herediano;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 1, 2011;Herediano;Cerro Porteño;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Sep 1, 2011;Cerro Porteño;Herediano;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Feb 1, 2012;Herediano;Man. Howrah;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Mar 1, 2012;Man. Howrah;Herediano;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Aug 14, 2012;Herediano;Santos FC;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 1, 2013;Santos FC;Saprissa;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 20, 2014;Saprissa;Inter Baku;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Sep 11, 2015;Inter Baku;Belén FC;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 1, 2016;Belén FC;LD Alajuelense;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 1, 2017;LD Alajuelense;Suphanburi FC;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jul 1, 2017;Suphanburi FC;Without Club;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jan 31, 2018;Without Club;Santos FC;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Aug 14, 2018;Santos FC;AD San Carlos;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Diego Madrigal;https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528;Jul 1, 2020;AD San Carlos;Unknown;Mar 19, 1989 ;31;Costa RicaNo current national team players;11;175;Left Midfield
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jul 1, 2006;Herediano;Santacruceña;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jun 30, 2007;Santacruceña;Herediano;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jul 1, 2009;Herediano;UCR;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jul 1, 2011;UCR;Cartaginés;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jul 1, 2014;Cartaginés;UCR;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jan 1, 2016;UCR;Santos FC;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Andrés Flores;https://www.transfermarkt.com/andres-flores/profil/spieler/211481;Jul 1, 2016;Santos FC;Unknown;Jun 29, 1986 ;34;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Jan 1, 2009;Unknown;Puntarenas FC;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Sep 1, 2010;Puntarenas FC;Guanacasteca;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Jul 1, 2013;Guanacasteca;ADR Jicaral;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Jul 1, 2014;ADR Jicaral;Puntarenas FC;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Jan 1, 2015;Puntarenas FC;Guanacasteca;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
Jason Prendas;https://www.transfermarkt.com/jason-prendas/profil/spieler/308257;Jul 1, 2016;Guanacasteca;Belén FC;Feb 15, 1989 ;31;Costa RicaNo current national team players;-;175;Centre-Back
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jan 1, 2006;Herediano U20;Herediano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jul 1, 2009;Herediano;Puntarenas FC;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Dec 31, 2009;Puntarenas FC;Herediano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jul 31, 2014;Herediano;Blackpool;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jan 12, 2016;Blackpool;Herediano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jul 29, 2017;Herediano;CD Alcoyano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Dec 31, 2017;CD Alcoyano;Herediano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jan 1, 2018;Herediano;LD Alajuelense;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Dec 31, 2018;LD Alajuelense;Herediano;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Miguel Cubero;https://www.transfermarkt.com/jose-miguel-cubero/profil/spieler/122680;Jan 1, 2019;Herediano;LD Alajuelense;Feb 14, 1987 ;33;Costa RicaNo current national team players;54;175;Defensive Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2005;Saprissa U17;Saprissa;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2010;Saprissa;Ramonense;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jun 30, 2010;Ramonense;Saprissa;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2010;Saprissa;Brujas FC;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jun 30, 2011;Brujas FC;Saprissa;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2011;Saprissa;Herediano;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Dec 31, 2011;Herediano;Saprissa;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2012;Saprissa;Herediano;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2012;Herediano;Saprissa;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2013;Saprissa;Ratchaburi FC;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 21, 2014;Ratchaburi FC;Herediano;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2014;Herediano;Belén FC;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2015;Belén FC;Herediano;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2016;Herediano;Belén FC;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Dec 31, 2016;Belén FC;Herediano;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2017;Herediano;LD Alajuelense;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2019;LD Alajuelense;AD San Carlos;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jun 30, 2019;AD San Carlos;LD Alajuelense;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jul 1, 2019;LD Alajuelense;AD San Carlos;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
José Luis Cordero;https://www.transfermarkt.com/jose-luis-cordero/profil/spieler/111957;Jan 1, 2020;AD San Carlos;Guadalupe FC;Jan 31, 1987 ;33;Costa RicaNo current national team players;-;175;Left Midfield
Yozhimar Reid;https://www.transfermarkt.com/yozhimar-reid/profil/spieler/195157;Jul 1, 2009;Unknown;Limón FC;Jul 19, 1986 ;34;No national team players;-;175;Right-Back
Yozhimar Reid;https://www.transfermarkt.com/yozhimar-reid/profil/spieler/195157;Jan 1, 2012;Limón FC;Xelajú;Jul 19, 1986 ;34;No national team players;-;175;Right-Back
